user_id,recs
551,"[74663, 235, 74802, 75586, 6920, 16, 60, 74439, 990, 74744, 6785, 7994, 946, 1608, 1141, 77020, 9641, 23149, 44035, 15041, 44010, 2153, 601, 155, 74358, 149, 6741, 2380, 21256, 22987, 23236, 14864, 76088, 14808, 565, 13118, 6815, 6820, 6789, 34827, 23020, 21258, 44, 633, 11985, 6972, 37870, 10001, 33713, 74434]"
552,"[1685, 7105, 1141, 76088, 6505, 47389, 584, 1470, 601, 6157, 1415, 6277, 19121, 74819, 10882, 23558, 6628, 6782, 77053, 13822, 1548, 1644, 1513, 28011, 6697, 5985, 7262, 36359, 73132, 25600, 17836, 9007, 951, 989, 28156, 9839, 24238, 2249, 64459, 24254, 4341, 6785, 27180, 10439, 41753, 44117, 74845, 74663, 13149, 320]"
553,"[25590, 30701, 30704, 837, 37963, 30959, 46800, 3373, 47789, 46733, 46732, 36261, 41737, 66855, 76375, 50997, 35746, 35572, 46719, 51083, 43348, 46727, 10678, 728, 35424, 30774, 54662, 25602, 54320, 36284, 35539, 11399, 16179, 21101, 19582, 28656, 28159, 19606, 28193, 46737, 43280, 10973, 56207, 33927, 55175, 46789, 30848, 605, 32176, 42880]"
554,"[7789, 37026, 9792, 7004, 12153, 6980, 8969, 47981, 11050, 14177, 19395, 965, 18097, 6447, 7930, 19811, 27827, 10698, 29883, 46570, 7036, 31442, 19960, 19320, 28037, 8093, 36449, 25823, 7237, 7747, 19373, 19392, 25850, 30164, 43678, 10213, 43277, 9612, 1512, 35285, 19915, 29594, 1722, 7764, 37916, 8047, 30020, 18090, 11201, 12933]"
555,"[37622, 15700, 7284, 35302, 47615, 10775, 823, 35022, 11233, 13570, 23939, 19605, 9613, 23916, 77314, 2205, 18187, 20612, 43824, 11209, 45163, 74711, 19922, 11125, 15099, 31433, 5566, 6586, 5956, 74376, 14799, 10021, 15066, 11222, 5582, 74513, 29551, 32337, 15430, 13588, 14177, 28173, 339, 19373, 14636, 3637, 35175, 23934, 43783, 10527]"
556,"[68152, 43677, 37963, 10129, 42746, 57795, 37082, 71446, 7907, 20909, 4737, 76375, 9793, 63537, 32851, 69824, 11013, 67107, 12855, 42790, 10652, 22818, 27555, 36770, 8597, 42126, 65855, 46756, 26818, 54660, 33905, 32809, 20817, 30814, 19052, 27666, 11129, 34355, 19513, 18436, 19535, 34419, 42973, 27096, 9587, 10477, 4272, 20670, 16081, 66113]"
557,"[37026, 24238, 11244, 7789, 25914, 8087, 37869, 37622, 10527, 34918, 7004, 28146, 12933, 9792, 36301, 11050, 31436, 35029, 42914, 60373, 25628, 5031, 9375, 8361, 48205, 35022, 48286, 10905, 41753, 10384, 14192, 43809, 56708, 10801, 19373, 31771, 572, 28669, 31322, 3734, 37596, 34941, 18073, 19348, 7036, 66394, 49085, 7747, 47591, 37037]"
558,"[6277, 74671, 74663, 235, 76442, 9792, 9963, 75586, 27827, 37, 990, 7004, 30663, 989, 7789, 6920, 1664, 7096, 31322, 6684, 11201, 10213, 47924, 9007, 10801, 9992, 37026, 19796, 597, 5547, 23587, 7747, 1141, 73838, 345, 12944, 933, 6324, 74802, 6980, 6741, 7947, 29975, 206, 6656, 7764, 8650, 417, 74845, 47389]"
559,"[74748, 23939, 7573, 8431, 13768, 13798, 20555, 8427, 14793, 6059, 13458, 7007, 20448, 2943, 7783, 8070, 47133, 7538, 9826, 31706, 13797, 7670, 47229, 10959, 6415, 21139, 1719, 15430, 43781, 12207, 35911, 23517, 37670, 36960, 32010, 45578, 24426, 12123, 13633, 9936, 5932, 6965, 8652, 20532, 20795, 580, 23146, 14742, 12274, 2473]"
560,"[46737, 8358, 8597, 32851, 63537, 46806, 27555, 30835, 16081, 8462, 71446, 30814, 27336, 46743, 46730, 67107, 26705, 27666, 46746, 66968, 16038, 10129, 28196, 30740, 42401, 4809, 12855, 43890, 46745, 28233, 57795, 66113, 65269, 46251, 51251, 34381, 32910, 62322, 46794, 28653, 20670, 34544, 42790, 19535, 42914, 9751, 18436, 43677, 32946, 10524]"
561,"[19392, 11050, 9375, 46570, 6234, 19320, 37026, 12153, 5956, 26829, 7004, 9092, 5615, 44338, 46448, 6222, 28037, 7789, 29611, 5599, 6641, 29481, 19395, 25914, 38852, 29698, 35177, 19348, 6067, 32214, 7930, 12080, 55651, 3430, 19915, 27884, 14177, 9792, 965, 485, 28669, 23761, 62959, 19371, 10496, 4406, 36296, 25837, 12933, 25850]"
562,"[37, 16, 30663, 47924, 6820, 989, 10849, 35285, 27827, 74671, 76088, 6354, 7004, 100, 841, 990, 7144, 6920, 601, 6277, 6695, 584, 6636, 7068, 7789, 28794, 14462, 6324, 933, 11201, 6447, 944, 1664, 77020, 1608, 73132, 6684, 19227, 73637, 6741, 74845, 7784, 907, 10801, 60, 6555, 946, 5936, 565, 76442]"
563,"[9361, 46634, 35732, 36665, 31436, 77585, 35021, 33123, 47029, 18187, 11244, 43741, 74721, 1830, 63406, 35756, 63435, 63739, 62648, 7105, 37334, 62947, 31380, 64700, 46974, 35729, 64686, 33171, 45231, 11432, 44226, 31407, 63452, 36681, 64705, 35185, 35508, 35490, 38373, 43822, 35424, 10734, 33996, 35494, 37622, 45333, 77980, 33144, 35485, 64176]"
564,"[3736, 27175, 63086, 660, 7175, 13004, 7275, 6177, 7473, 36314, 76128, 13849, 603, 33839, 3628, 12739, 53169, 46809, 10450, 5843, 18976, 21771, 7400, 27240, 16492, 42309, 5610, 16450, 3622, 26749, 45007, 22763, 7607, 3795, 27343, 36546, 13896, 16425, 26217, 4666, 13761, 34407, 36254, 7214, 10877, 583, 16201, 17942, 27294, 14005]"
565,"[37622, 63545, 43822, 33571, 11244, 30823, 45293, 63530, 46914, 11050, 43814, 8087, 3734, 44336, 53824, 33348, 11432, 10463, 36301, 6834, 45417, 11552, 76467, 35022, 47016, 11153, 25914, 37688, 31436, 35815, 37695, 32970, 11509, 43423, 37908, 71640, 5031, 10905, 62899, 30721, 35045, 43835, 45389, 63919, 37026, 35826, 69341, 55589, 11166, 19373]"
566,"[45158, 63452, 44316, 11409, 35599, 65813, 30701, 35443, 35424, 33366, 35675, 35529, 35733, 49062, 33403, 11695, 45340, 35757, 35622, 35645, 63938, 54299, 44324, 43735, 33491, 35440, 41544, 10645, 46974, 34789, 50509, 35421, 34779, 45398, 35633, 33356, 35397, 43736, 37709, 11279, 30820, 11424, 35492, 34764, 35571, 35479, 35449, 30675, 35477, 11427]"
567,"[14177, 19392, 37026, 9792, 2205, 19922, 19348, 24238, 751, 14380, 5956, 46448, 46570, 29594, 31443, 19395, 43809, 33103, 10849, 15758, 11080, 45455, 37088, 19796, 60373, 10461, 10614, 9831, 28146, 20055, 6980, 28042, 9963, 5306, 14288, 17894, 25746, 10321, 42006, 37066, 24831, 29584, 74822, 12933, 18206, 62703, 43691, 14515, 22942, 7789]"
568,"[235, 22987, 73132, 16, 841, 19564, 76088, 31322, 1141, 9890, 13381, 958, 18186, 10057, 597, 12944, 823, 7867, 9792, 6852, 14808, 6853, 30663, 74711, 29568, 6277, 5814, 22978, 74838, 2009, 5985, 74819, 31436, 1844, 584, 9007, 10849, 10944, 14177, 990, 74513, 5853, 11222, 1664, 74534, 74744, 10850, 10036, 14462, 28011]"
569,"[8869, 603, 22965, 73135, 583, 8864, 27175, 13973, 76371, 69208, 7305, 1470, 33041, 27294, 14014, 7168, 32892, 28800, 10882, 660, 14005, 18382, 3204, 33841, 13752, 33553, 7175, 7178, 14123, 6283, 3306, 17963, 13755, 7169, 322, 1548, 7591, 10057, 10027, 62699, 13118, 7213, 17956, 28718, 4078, 12943, 12739, 542, 51667, 19202]"
570,"[65311, 48440, 58629, 66463, 65896, 78008, 75429, 66791, 66769, 64591, 64908, 63617, 75482, 64590, 58866, 66624, 62819, 49832, 59564, 65315, 39049, 66550, 64884, 66684, 66547, 66762, 66606, 67077, 64685, 75557, 37840, 68702, 60602, 57517, 66545, 53762, 65319, 66588, 57767, 66539, 65252, 66543, 69631, 59253, 66766, 67089, 66776, 67431, 64663, 65992]"
571,"[990, 6324, 37, 235, 47924, 74663, 74719, 206, 989, 7121, 6367, 6972, 5844, 14956, 9992, 5555, 2230, 6323, 1664, 75586, 6636, 6277, 6741, 6920, 74845, 11981, 6980, 584, 7789, 35285, 29921, 6822, 7, 229, 6330, 20239, 601, 6409, 1318, 6363, 7116, 73132, 6861, 9007, 10801, 27954, 2288, 4196, 77062, 30014]"
572,"[6453, 13768, 26336, 43781, 25668, 2168, 19121, 532, 75903, 9383, 14380, 47154, 9927, 7031, 31443, 19719, 15298, 9895, 1060, 74748, 10323, 7745, 7581, 14177, 2995, 19111, 10439, 19922, 17821, 13327, 446, 5936, 29584, 11021, 20055, 26530, 6697, 10360, 19887, 17866, 18206, 10639, 11110, 9792, 19348, 36000, 36865, 18251, 9831, 556]"
573,"[75903, 45081, 13978, 13413, 19193, 8451, 13904, 12444, 565, 10104, 15904, 7884, 12107, 26481, 19589, 13954, 25038, 1719, 11016, 24843, 13387, 20476, 27515, 13968, 18969, 2615, 10095, 12027, 6113, 10339, 62456, 2349, 9916, 5209, 13897, 8625, 13798, 4438, 31997, 27953, 73080, 7358, 7769, 14790, 75653, 26501, 6084, 74810, 75568, 45632]"
574,"[28648, 46732, 35424, 3180, 35539, 10973, 30729, 729, 11282, 50997, 4586, 10791, 605, 30845, 11435, 28722, 11456, 63452, 20851, 33996, 22836, 30835, 2918, 3045, 15856, 66867, 30725, 35443, 48997, 23940, 30800, 30704, 66865, 10300, 3637, 4697, 64507, 44294, 46727, 46737, 63459, 837, 38344, 42368, 35481, 48567, 46703, 54299, 18912, 31436]"
575,"[27345, 45081, 13904, 73080, 9629, 26481, 1881, 1719, 14380, 15856, 77121, 27953, 31997, 1642, 75653, 13570, 1287, 13551, 18887, 7288, 13798, 823, 74810, 50002, 9916, 20794, 3373, 25038, 13364, 75675, 6721, 7044, 7538, 24970, 20744, 74364, 28156, 15754, 27834, 43781, 8347, 19572, 45139, 28681, 31978, 9900, 23939, 15450, 19006, 9880]"
576,"[66855, 35366, 44989, 50997, 35432, 25590, 46727, 35424, 51083, 30800, 11435, 31397, 10462, 67986, 33927, 837, 30718, 28137, 65764, 66867, 64265, 36386, 32227, 54522, 30845, 15674, 30768, 4774, 40931, 3635, 42493, 32643, 54409, 66877, 21176, 46197, 22292, 25334, 30811, 77288, 50700, 76132, 65114, 55661, 30704, 46737, 13031, 7942, 54388, 54449]"
577,"[18634, 18623, 37505, 16655, 16669, 3598, 37257, 18535, 44869, 15933, 5727, 24885, 23187, 24757, 2546, 23199, 46067, 21314, 23823, 4248, 22034, 21519, 18646, 46086, 39196, 24052, 69616, 4118, 2873, 50315, 2765, 3420, 48765, 4251, 3740, 44452, 23225, 3346, 65510, 44679, 22561, 5883, 35176, 52840, 4285, 12899, 24921, 15400, 5741, 3104]"
578,"[9377, 49943, 15989, 42609, 13688, 24775, 48211, 7371, 4037, 20615, 42343, 28654, 32174, 19203, 55530, 50493, 22836, 25550, 8264, 3526, 8445, 15628, 3274, 13679, 47515, 12788, 12843, 9327, 12875, 4778, 21207, 25770, 13696, 4676, 48216, 5429, 3895, 48104, 23620, 3373, 42251, 7044, 38441, 8349, 24861, 34482, 19034, 22241, 8568, 19433]"
579,"[5843, 64648, 7275, 27175, 7105, 75993, 584, 34560, 6785, 33350, 33171, 76088, 76128, 14005, 10908, 33358, 16021, 4196, 40181, 7473, 44467, 34786, 8139, 33239, 33341, 6815, 6680, 48242, 29, 27240, 13036, 31359, 10450, 3127, 42309, 13849, 49899, 21394, 33539, 28010, 42616, 32, 209, 3622, 14589, 32339, 44491, 69336, 47078, 13679]"
580,"[7789, 7930, 47981, 74671, 37026, 13383, 7747, 7764, 12153, 6342, 29339, 8969, 62931, 27827, 20110, 62592, 19320, 6954, 6811, 19960, 18097, 35135, 1512, 30164, 25879, 37916, 9051, 13326, 37869, 1722, 965, 19227, 12235, 18090, 45053, 9668, 29883, 23761, 6684, 15107, 6760, 45686, 29359, 11050, 17805, 43809, 10801, 25914, 43678, 28669]"
581,"[7789, 6980, 10213, 12153, 35285, 6447, 6811, 7930, 47981, 31322, 18097, 36449, 37869, 37026, 7068, 8969, 17906, 20239, 37926, 11201, 10849, 8382, 19395, 37924, 43678, 10801, 45686, 18071, 5566, 30164, 14177, 417, 19960, 19227, 43669, 19811, 1890, 7825, 7237, 12636, 19772, 6954, 30020, 36807, 6464, 11986, 19912, 31686, 45053, 29885]"
582,"[75586, 30877, 664, 565, 74923, 1231, 20789, 74802, 8277, 32179, 9629, 16171, 6139, 43311, 8735, 20828, 6071, 74439, 77133, 8581, 5621, 15868, 74663, 22200, 235, 16, 16256, 42976, 48135, 16124, 15834, 48944, 22436, 23360, 958, 12271, 6177, 25100, 13827, 25184, 13904, 54468, 28018, 55560, 24459, 46082, 22987, 815, 42996, 45081]"
583,"[48204, 37713, 28181, 22871, 4560, 28193, 47789, 32176, 30863, 722, 8581, 30870, 43699, 41863, 41881, 24190, 42587, 36328, 43059, 30877, 19121, 56558, 28648, 43349, 19702, 3890, 50444, 41811, 21138, 56353, 66117, 4229, 50343, 15807, 36610, 19485, 15886, 15888, 44990, 22867, 10779, 49953, 5195, 54349, 8568, 41885, 45147, 19979, 49943, 37723]"
584,"[15233, 15858, 29705, 15464, 18634, 23914, 31466, 21893, 4254, 15735, 50622, 37505, 19133, 3541, 64763, 19067, 4987, 68772, 53877, 25100, 21882, 49559, 75296, 23823, 44624, 16201, 2645, 16173, 47502, 46123, 16177, 68552, 31937, 23210, 22125, 22438, 4251, 4972, 28975, 64017, 23928, 22426, 48896, 17375, 46086, 16205, 50653, 63866, 37243, 16102]"
585,"[50332, 603, 7473, 7202, 48920, 45007, 7184, 24458, 22354, 34640, 660, 50322, 48336, 8869, 22425, 4733, 28218, 53530, 66292, 22392, 8405, 55423, 48908, 47499, 20097, 42622, 684, 47805, 4454, 4439, 45994, 37667, 50424, 16463, 67865, 18987, 7275, 32892, 32163, 34379, 16201, 57250, 39146, 13849, 50413, 39856, 49728, 7214, 7879, 50366]"
586,"[26749, 660, 14024, 24192, 9465, 19688, 24175, 4444, 7175, 53204, 16047, 26642, 4678, 14278, 67238, 3736, 55150, 47610, 27456, 26730, 42855, 603, 43144, 4205, 7275, 7195, 42833, 26803, 16491, 67195, 76612, 16418, 4879, 7214, 47805, 7159, 27175, 8543, 4176, 17530, 59415, 19202, 5179, 16497, 27825, 7562, 47690, 27294, 67179, 17963]"
587,"[9792, 74663, 5985, 17906, 597, 2009, 11201, 9890, 9963, 46570, 37, 19796, 31761, 75586, 5814, 6963, 74819, 14204, 73132, 36614, 31322, 235, 19922, 23069, 37026, 19348, 10849, 990, 6994, 6684, 7784, 75897, 5599, 19392, 15700, 7789, 354, 1844, 7096, 30663, 10213, 18187, 1881, 75568, 13381, 73460, 10130, 12691, 7947, 26829]"
588,"[74663, 235, 73132, 74802, 75586, 37, 989, 6277, 601, 18186, 16, 60, 74439, 62300, 100, 74845, 6822, 14177, 6636, 1707, 9992, 24163, 76442, 6324, 19564, 7105, 47924, 73460, 7843, 7, 6815, 74671, 75568, 6741, 597, 74819, 1118, 29610, 465, 1125, 33044, 1010, 990, 5985, 1608, 6656, 5936, 6963, 280, 18187]"
589,"[34401, 34640, 34544, 34341, 34368, 17365, 56256, 17376, 17436, 6112, 50332, 50227, 12189, 47581, 17413, 34470, 17328, 4754, 22670, 21062, 70823, 49060, 25666, 42866, 50717, 48641, 16190, 16253, 22354, 17320, 9551, 27345, 9479, 34497, 34420, 23944, 55545, 17465, 74912, 45457, 22965, 15920, 9629, 16238, 34317, 48564, 17470, 57250, 39801, 50545]"
590,"[74663, 990, 75586, 235, 6277, 1141, 76088, 37, 1664, 73132, 7105, 989, 14177, 597, 601, 74802, 320, 74719, 584, 206, 9007, 6324, 5985, 45081, 75568, 74439, 75903, 19564, 7004, 13381, 27345, 9792, 74819, 74845, 43781, 76442, 9963, 11981, 73080, 9890, 10849, 72936, 6815, 10001, 14380, 5814, 19922, 6972, 77133, 345]"
591,"[15958, 823, 74721, 6189, 74376, 18969, 75675, 9963, 356, 5814, 12087, 19564, 333, 13588, 13808, 6920, 9993, 12166, 1139, 10001, 1530, 18187, 18186, 11833, 73460, 5771, 9936, 24426, 29505, 20358, 1707, 13345, 74663, 12107, 18, 9276, 15150, 1118, 12163, 1153, 28791, 5701, 18927, 1652, 7759, 20446, 1362, 23765, 2567, 21367]"
592,"[43781, 47154, 505, 6697, 6277, 2995, 14766, 6453, 9712, 13768, 5936, 17821, 9992, 19094, 1258, 28099, 6612, 7745, 25668, 14380, 19111, 31443, 26336, 9383, 9895, 11154, 10439, 5798, 76469, 13327, 36865, 7031, 19922, 45514, 19615, 10323, 20109, 9806, 6980, 344, 9445, 185, 10266, 20255, 10749, 14770, 12565, 74803, 11021, 474]"
593,"[9792, 14177, 2205, 6980, 74671, 11201, 19348, 7004, 37026, 19922, 10849, 19392, 10801, 31322, 354, 31761, 6684, 46570, 30020, 5582, 1844, 6963, 7237, 12153, 18071, 12636, 31443, 20369, 19373, 1663, 7747, 10213, 27827, 5956, 14380, 31686, 9070, 7036, 45163, 26829, 31649, 73838, 417, 19320, 1506, 26336, 5936, 37, 8969, 23837]"
594,"[19392, 19922, 74376, 31686, 31322, 9613, 11987, 7237, 14177, 12153, 2205, 74671, 10239, 5566, 1539, 62556, 6225, 10021, 5956, 1663, 5582, 11201, 25823, 11233, 38222, 1506, 10801, 31649, 8382, 7004, 7789, 19605, 19348, 19832, 36449, 6627, 18071, 2490, 37026, 13356, 29594, 63708, 9792, 12636, 14675, 7764, 5800, 10849, 19395, 34075]"
595,"[54904, 60970, 53569, 52233, 65216, 57104, 52077, 57885, 75682, 76960, 58541, 66493, 30515, 40638, 51717, 53613, 58808, 54986, 76102, 30607, 61642, 76252, 58747, 53598, 39831, 69651, 77042, 70141, 52723, 51532, 71932, 53067, 40755, 59225, 76596, 76422, 76518, 60478, 39051, 30425, 10134, 52565, 76428, 69006, 67172, 30310, 60414, 61006, 40175, 40787]"
596,"[235, 13118, 682, 74663, 990, 1725, 149, 74802, 2344, 73159, 60, 16, 13371, 1141, 11208, 75586, 18838, 7819, 14471, 77133, 6972, 8767, 10049, 14123, 24254, 200, 44010, 44, 6785, 23281, 1664, 22968, 2379, 9982, 161, 603, 13149, 1513, 23409, 10882, 15847, 43, 2249, 7262, 2146, 14858, 33713, 5990, 7291, 25184]"
597,"[14177, 7004, 10849, 9792, 5638, 989, 30663, 19388, 7789, 206, 35349, 6277, 74663, 11201, 27827, 10213, 6822, 6324, 37026, 14380, 23837, 26829, 29568, 485, 73132, 17906, 19922, 37, 35317, 25914, 935, 74719, 7068, 6354, 6447, 235, 29619, 1664, 45455, 75586, 76088, 1844, 9992, 74810, 73460, 9831, 7096, 990, 7784, 7031]"
598,"[31436, 74513, 30987, 11222, 35021, 33996, 46732, 45231, 35490, 43735, 63452, 11279, 7284, 47016, 36681, 10663, 46914, 37709, 34751, 11432, 10648, 63435, 33481, 38469, 10735, 11244, 50274, 63400, 43814, 46789, 10777, 34738, 4028, 45347, 44336, 5853, 23934, 10702, 45152, 47029, 36665, 33297, 30823, 35762, 37601, 17874, 62578, 34779, 64176, 46634]"
599,"[7105, 38556, 34560, 51248, 378, 76088, 52987, 45081, 31397, 47892, 584, 14589, 32206, 70836, 38085, 69320, 33791, 74721, 39907, 51621, 39086, 38545, 45899, 62456, 28156, 51414, 6920, 35387, 13078, 21386, 3686, 7044, 10339, 733, 49371, 38900, 62903, 52050, 49761, 23768, 13646, 2683, 30524, 56714, 65366, 24184, 37334, 28901, 39596, 50997]"
600,"[1513, 607, 33689, 869, 48025, 65040, 38328, 77263, 10057, 33674, 73888, 14577, 31786, 28580, 15392, 33907, 23282, 31725, 13680, 14864, 6853, 33860, 33747, 999, 13371, 1994, 1141, 206, 14515, 5985, 41874, 29775, 24916, 24515, 23551, 74719, 34922, 65330, 28164, 9007, 3702, 15112, 29808, 28574, 13206, 13192, 682, 34050, 47161, 13706]"
601,"[74663, 13118, 7156, 19564, 75586, 13381, 5814, 18187, 73460, 74721, 23069, 73132, 235, 6920, 74819, 37, 5985, 9890, 7262, 6283, 6189, 1719, 6277, 1415, 18186, 74802, 74833, 19859, 7105, 14756, 33044, 14177, 12482, 76088, 76442, 74838, 958, 10339, 6505, 15958, 990, 75903, 13364, 989, 1401, 1054, 38028, 18049, 6239, 1405]"
602,"[31322, 990, 74663, 206, 6324, 823, 27827, 74671, 73888, 6277, 6684, 74819, 7867, 10213, 5686, 9635, 76, 6354, 235, 35349, 11201, 10801, 29619, 12036, 6920, 9007, 9963, 18520, 74719, 9792, 417, 23282, 9890, 6455, 7789, 15041, 13149, 18071, 5985, 7764, 75586, 77097, 74376, 1512, 989, 74802, 6447, 29568, 35285, 1015]"
603,"[74748, 13588, 1719, 75675, 74721, 9629, 73132, 5814, 73080, 823, 75903, 13288, 45081, 17836, 13570, 74376, 18927, 340, 14595, 6277, 18, 9916, 1642, 18969, 10037, 19859, 13458, 2943, 13381, 6059, 8451, 20474, 7538, 13904, 23939, 15430, 13413, 15700, 6930, 5701, 20744, 10840, 7105, 18887, 5707, 47133, 14557, 15061, 7044, 9335]"
604,"[22436, 25304, 16205, 16256, 16275, 22965, 603, 434, 25280, 25286, 48304, 58944, 765, 63718, 564, 23399, 33553, 22164, 33883, 55194, 28156, 747, 21410, 49402, 23277, 28910, 13973, 22382, 16201, 554, 22517, 69361, 23378, 23322, 8405, 13849, 77133, 47171, 22184, 12722, 22591, 26303, 13777, 73135, 59777, 23377, 35305, 683, 24101, 456]"
605,"[76088, 13118, 37, 1141, 16, 74833, 584, 5985, 74838, 14177, 74819, 6972, 7105, 6277, 6920, 74744, 597, 9007, 73159, 75568, 1470, 11981, 504, 7994, 6815, 74845, 73460, 29408, 12944, 375, 989, 14462, 75903, 74810, 565, 8767, 1415, 72936, 6785, 27954, 9890, 9963, 7867, 18049, 60, 14756, 923, 7262, 10882, 28011]"
606,"[14005, 23287, 28156, 28648, 23385, 8501, 1945, 75903, 23360, 77133, 14123, 26759, 21589, 77121, 51158, 56656, 21592, 10339, 23382, 63304, 23474, 27500, 10049, 8451, 1470, 13067, 45081, 12179, 17836, 7307, 49846, 7291, 3041, 1598, 12007, 11789, 6491, 1685, 14797, 27515, 13047, 4697, 7884, 75664, 26763, 1725, 16222, 12775, 36377, 5739]"
607,"[29594, 11050, 37026, 5956, 42006, 46570, 5613, 2511, 45455, 25823, 19915, 15758, 10496, 7042, 10461, 29481, 36296, 5615, 19968, 46448, 5599, 9375, 6067, 4219, 46445, 19373, 48940, 3430, 26829, 63148, 18073, 74671, 77398, 25896, 19802, 17838, 44546, 11079, 31442, 26433, 29883, 6049, 43798, 25962, 25740, 18097, 37759, 8307, 25746, 12933]"
608,"[16641, 18634, 3625, 17526, 74812, 16340, 18181, 34251, 23713, 23950, 20714, 20518, 34575, 26291, 45457, 16119, 15398, 17271, 17268, 24701, 20493, 24052, 22414, 18768, 23187, 31391, 31499, 31911, 20471, 32440, 31881, 23216, 10465, 18447, 2220, 22311, 22938, 32362, 20516, 20342, 18739, 24140, 34493, 29684, 34612, 74732, 23920, 15735, 21330, 17245]"
609,"[44624, 24458, 28936, 70711, 8405, 51247, 25100, 24752, 53877, 49788, 39543, 49552, 39890, 51689, 24824, 16205, 49803, 49398, 71145, 51488, 38727, 30487, 52456, 28960, 48336, 69025, 40741, 51724, 22392, 54742, 52751, 26191, 56974, 48416, 16275, 51128, 74791, 6177, 39795, 40567, 51381, 76009, 26209, 48651, 57218, 51468, 55730, 22354, 22164, 15233]"
610,"[18634, 15223, 16641, 16323, 16340, 1038, 17223, 34540, 15198, 34575, 15464, 15400, 21541, 18699, 18768, 16327, 37505, 21748, 33253, 31632, 29665, 29515, 31808, 15383, 33117, 1128, 37259, 15339, 24431, 69147, 21405, 24033, 37218, 34251, 18613, 16305, 23639, 29684, 15187, 21330, 31438, 29756, 29540, 18905, 16535, 31377, 24122, 29705, 17521, 24483]"
611,"[53089, 51973, 10981, 28844, 725, 45081, 52420, 28156, 28648, 38626, 34313, 59151, 51931, 49155, 10791, 9334, 28681, 11184, 58808, 56440, 47789, 9629, 50499, 40691, 61057, 42899, 19439, 50687, 19049, 59153, 27345, 7105, 47774, 3373, 20990, 74748, 59154, 800, 51596, 50021, 31913, 71678, 51729, 4080, 29046, 73080, 76252, 6059, 39294, 14797]"
612,"[52617, 52310, 51583, 56855, 51621, 63056, 38545, 52987, 20321, 49107, 75600, 38995, 51483, 58788, 49343, 68392, 20365, 54497, 39607, 50151, 39633, 20456, 63564, 51414, 40591, 38900, 75837, 66524, 38302, 41299, 69817, 67137, 51599, 38958, 53562, 67141, 51421, 23768, 53621, 55374, 46801, 52764, 39469, 53635, 66858, 54179, 50026, 30524, 72398, 47804]"
613,"[77133, 17637, 10882, 23385, 44939, 10049, 15679, 23322, 23281, 5814, 10057, 8501, 13381, 15392, 28800, 75903, 7188, 603, 13118, 8451, 12195, 27185, 14797, 15555, 7152, 77131, 14471, 2788, 644, 564, 23382, 27345, 24101, 28741, 15847, 8869, 542, 21589, 19564, 33553, 14123, 43, 74721, 20475, 1470, 22948, 2777, 11208, 12107, 3955]"
614,"[25038, 20476, 13413, 28156, 378, 62456, 19589, 24843, 77121, 75903, 7307, 1719, 27500, 23871, 10840, 13646, 5209, 42259, 47829, 13078, 14688, 45081, 20744, 13588, 11016, 13092, 24970, 3180, 36362, 18969, 20794, 15904, 74748, 19572, 2615, 26553, 32169, 13798, 11149, 2740, 32187, 49761, 3145, 28425, 45632, 27810, 10104, 7404, 47789, 6084]"
615,"[6277, 6189, 74663, 13381, 222, 74721, 235, 75586, 5814, 73132, 990, 14177, 9712, 73460, 9992, 74802, 14738, 76442, 37, 19564, 31958, 823, 9963, 74819, 9890, 8650, 5547, 14406, 10001, 6521, 344, 5985, 1863, 597, 1401, 75568, 6010, 74516, 28545, 333, 5686, 5669, 6697, 47924, 13118, 15958, 7105, 72936, 10360, 73080]"
616,"[7307, 4438, 13659, 74750, 15157, 13954, 3180, 22110, 2615, 13978, 7769, 3041, 10840, 2740, 26721, 20476, 21779, 12210, 30953, 1598, 26481, 7884, 32679, 1107, 11149, 13092, 13773, 2003, 11858, 24582, 12584, 22191, 52549, 13413, 3257, 18969, 75903, 77121, 1719, 21404, 15837, 8261, 1545, 62438, 49445, 49464, 7740, 75664, 28047, 20691]"
617,"[14625, 74741, 1725, 1202, 21410, 6139, 5739, 7766, 9393, 74802, 11862, 3607, 8396, 13219, 24508, 235, 14386, 20589, 15174, 21435, 11880, 7740, 6972, 29705, 20717, 161, 12262, 21294, 12238, 14860, 1791, 2349, 74732, 14383, 7291, 75586, 2380, 21337, 35211, 6491, 27934, 74663, 2321, 784, 3501, 21406, 1533, 23360, 997, 6785]"
618,"[39907, 47789, 3671, 50916, 48092, 56312, 50905, 40950, 68515, 56677, 56609, 25590, 56429, 69320, 65108, 15754, 40952, 68447, 378, 48204, 68036, 56368, 48684, 15859, 47823, 56477, 861, 26042, 4922, 56423, 713, 49943, 54367, 64537, 65366, 76905, 48373, 28162, 38358, 30244, 56284, 56230, 40339, 50822, 34528, 50999, 50881, 41737, 56252, 25524]"
619,"[25265, 26481, 32650, 13588, 1740, 7044, 73080, 45081, 7105, 13387, 13092, 2031, 7307, 25038, 3433, 13078, 64109, 62456, 24843, 27515, 28681, 5909, 42300, 13031, 45135, 75675, 25334, 23871, 22002, 74810, 27953, 11149, 25758, 24925, 19193, 77121, 22292, 74721, 21779, 75568, 37066, 47823, 26721, 8128, 3525, 22028, 28425, 48092, 13773, 2683]"
